t,complexity
0.1,0.0438917429831492
0.10011520708115813,0.043992457288951466
0.10023054688903174,0.04409340160835146
0.10034601957653143,0.04419457646173307
0.10046162529674392,0.04429598237058888
0.10057736420293233,0.044397619857627156
0.10069323644853628,0.04449948944667456
0.1008092421871723,0.044601591662738936
0.10092538157263377,0.04470392703198174
0.10104165475889132,0.04480649608173619
0.1011580619000929,0.044909299340512056
0.10127460315056412,0.04501233733797655
0.10139127866480838,0.04511561060498837
0.10150808859750701,0.04521911967357008
0.10162503310351959,0.045322865076935684
0.10174211233788415,0.04542684734946246
0.10185932645581725,0.045531067026736025
0.10197667561271431,0.04563552464551549
0.10209415996414982,0.04574022074375333
0.10221177966587743,0.045845155860592006
0.10232953487383027,0.04595033053635856
0.10244742574412108,0.04605574531261358
0.10256545243304253,0.04616140073207673
0.10268361509706728,0.04626729733868077
0.10280191389284826,0.04637343567758092
0.10292034897721888,0.04647981629512929
0.10303892050719331,0.046586439738879035
0.1031576286399665,0.046693306557610816
0.10327647353291455,0.04680041730130875
0.10339545534359484,0.04690777252117727
0.10351457422974637,0.047015372769651266
0.10363383034928973,0.04712321860038562
0.1037532238603275,0.04723131056823939
0.10387275492114445,0.04733964922932688
0.10399242369020764,0.04744823514099695
0.10411223032616673,0.047557068861795344
0.10423217498785411,0.04766615095153894
0.10435225783428526,0.04777548197127286
0.10447247902465875,0.047885062483272886
0.1045928387183566,0.04799489305107771
0.10471333707494443,0.04810497423946113
0.10483397425417176,0.04821530661443498
0.10495475041597206,0.04832589074329825
0.1050756657204631,0.0484367271945601
0.10519672032794711,0.0485478165380283
0.10531791439891101,0.048659159344738113
0.10543924809402663,0.0487707561870106
0.10556072157415082,0.048882607638405025
0.10568233500032587,0.04899471427377908
0.1058040885337795,0.0491070766692444
0.10592598233592523,0.049219695402184536
0.1060480165683625,0.04933257105126889
0.10617019139287702,0.04944570419643669
0.10629250697144076,0.049559095418902556
0.10641496346621236,0.04967274530118648
0.10653756103953725,0.04978665442707765
0.10666029985394797,0.04990082338165784
0.10678318007216422,0.05001525275130352
0.1069062018570932,0.050129943123685954
0.10702936537182975,0.050244895087774424
0.1071526707796567,0.05036010923383655
0.10727611824404494,0.05047558615343391
0.10739970792865362,0.050591326439459225
0.10752343999733059,0.05070733068608908
0.10764731461411234,0.05082359948883142
0.10777133194322437,0.050940133444482866
0.10789549214908137,0.05105693315118204
0.10801979539628753,0.0511739992083699
0.10814424184963659,0.05129133221682178
0.10826883167411215,0.05140893277863122
0.10839356503488788,0.05152680149722713
0.10851844209732782,0.0516449389773529
0.10864346302698644,0.05176334582510972
0.10876862798960894,0.05188202264790625
0.10889393715113149,0.05200097005451555
0.10901939067768149,0.05212018865505217
0.10914498873557762,0.05223967906094448
0.10927073149133026,0.052359441885013173
0.10939661911164154,0.052479477741389835
0.10952265176340574,0.05259978724559229
0.10964882961370935,0.052720371014466055
0.10977515282983134,0.0528412296662318
0.10990162157924346,0.05296236382047671
0.11002823602961037,0.053083774098130185
0.11015499634878988,0.05320546112150982
0.11028190270483314,0.053327425514305506
0.11040895526598503,0.053449667901565835
0.11053615420068416,0.05357218890972006
0.11066349967756323,0.05369498916658552
0.11079099186544916,0.05381806930135416
0.11091863093336349,0.053941429944598523
0.11104641705052239,0.054065071728282316
0.11117435038633698,0.05418899528577255
0.11130243111041357,0.054313201251809475
0.11143065939255392,0.05443769026254026
0.11155903540275534,0.054562462955520585
0.11168755931121101,0.054687519969700574
0.11181623128831021,0.0548128619454073
0.1119450515046385,0.05493848952443285
0.11207402013097797,0.05506440334993286
0.11220313733830742,0.055190604066500476
0.11233240329780274,0.055317092320143785
0.11246181818083692,0.05544386875828672
0.11259138215898043,0.05557093402976639
0.11272109540400137,0.05569828878486571
0.1128509580878658,0.05582593367529012
0.11298097038273781,0.055953869354171716
0.11311113246097991,0.056082096476082886
0.11324144449515308,0.056210615697018636
0.11337190665801726,0.0563394276744437
0.11350251912253129,0.05646853306723454
0.11363328206185329,0.056597932535750864
0.11376419564934094,0.05672762674175996
0.11389526005855156,0.056857616348520996
0.1140264754632425,0.05698790202073514
0.11415784203737117,0.05711848442455051
0.11428935995509554,0.05724936422758694
0.11442102939077411,0.05738054209893727
0.11455285051896633,0.05751201870914725
0.11468482351443263,0.05764379473024898
0.11481694855213496,0.057775870835734426
0.11494922580723672,0.057908247700590075
0.11508165545510311,0.05804092600125902
0.11521423767130137,0.05817390641569104
0.11534697263160107,0.05830718962331328
0.11547986051197422,0.05844077630504763
0.11561290148859552,0.05857466714329337
0.11574609573784275,0.058708862821967044
0.11587944343629683,0.05884336402646773
0.11601294476074207,0.05897817144369361
